Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
7616,CA-2014-148425,30/11/2014,04/12/2014,Standard Class,RF-19345,OFF-BI-10000201,7,9,0.7,-4
7617,CA-2016-144309,10/12/2016,16/12/2016,Standard Class,CM-12235,OFF-PA-10001776,19,2,0.0,9
7618,CA-2016-144309,10/12/2016,16/12/2016,Standard Class,CM-12235,OFF-BI-10003656,680,5,0.2,221
7619,CA-2017-151225,27/10/2017,29/10/2017,First Class,JM-15655,FUR-TA-10001539,190,1,0.2,9
7620,CA-2017-151225,27/10/2017,29/10/2017,First Class,JM-15655,TEC-PH-10004100,72,5,0.2,7
7621,US-2014-144078,25/11/2014,29/11/2014,Standard Class,RB-19435,TEC-PH-10001580,540,5,0.2,47
7622,US-2014-144078,25/11/2014,29/11/2014,Standard Class,RB-19435,FUR-CH-10002335,725,4,0.2,54
7623,US-2014-144078,25/11/2014,29/11/2014,Standard Class,RB-19435,OFF-AR-10004707,7,3,0.0,3
7624,CA-2014-124464,14/07/2014,20/07/2014,Standard Class,SS-20515,OFF-AP-10000576,39,1,0.0,11
7625,CA-2015-136805,23/05/2015,27/05/2015,Second Class,NM-18445,OFF-AP-10001394,851,5,0.1,246
7626,CA-2015-136805,23/05/2015,27/05/2015,Second Class,NM-18445,FUR-FU-10003724,75,9,0.0,20
7627,US-2015-159499,21/11/2015,23/11/2015,Second Class,EM-14095,OFF-AP-10002867,326,6,0.2,28
7628,US-2015-159499,21/11/2015,23/11/2015,Second Class,EM-14095,TEC-AC-10002718,23,2,0.2,-1
7629,US-2015-159499,21/11/2015,23/11/2015,Second Class,EM-14095,OFF-LA-10003121,17,5,0.2,5
7630,CA-2014-162089,30/03/2014,01/04/2014,First Class,MP-17470,OFF-EN-10002230,336,5,0.2,113
7631,CA-2014-162089,30/03/2014,01/04/2014,First Class,MP-17470,TEC-PH-10001819,252,7,0.2,88
7632,CA-2014-162089,30/03/2014,01/04/2014,First Class,MP-17470,FUR-CH-10002304,127,7,0.3,-9
7633,US-2017-158526,29/12/2017,01/01/2018,Second Class,KH-16360,FUR-CH-10002602,1208,8,0.0,314
7634,US-2017-158526,29/12/2017,01/01/2018,Second Class,KH-16360,OFF-BI-10002414,13,1,0.0,6
7635,US-2017-158526,29/12/2017,01/01/2018,Second Class,KH-16360,OFF-AR-10003696,35,1,0.0,10
7636,US-2017-158526,29/12/2017,01/01/2018,Second Class,KH-16360,FUR-CH-10004495,301,1,0.0,87
7637,US-2017-158526,29/12/2017,01/01/2018,Second Class,KH-16360,FUR-CH-10001270,259,3,0.0,78
7638,CA-2017-104885,02/03/2017,08/03/2017,Standard Class,DB-13555,OFF-AR-10001615,60,3,0.0,15
7639,CA-2017-104885,02/03/2017,08/03/2017,Standard Class,DB-13555,OFF-EN-10003286,58,7,0.0,27
7640,CA-2017-104885,02/03/2017,08/03/2017,Standard Class,DB-13555,FUR-BO-10003660,442,2,0.0,102
7641,CA-2017-104885,02/03/2017,08/03/2017,Standard Class,DB-13555,OFF-PA-10002764,68,6,0.0,33
7642,US-2016-157490,06/10/2016,07/10/2016,First Class,LB-16795,TEC-MA-10001695,704,6,0.7,-938
7643,US-2016-157490,06/10/2016,07/10/2016,First Class,LB-16795,OFF-BI-10002824,18,4,0.7,-15
7644,US-2016-157490,06/10/2016,07/10/2016,First Class,LB-16795,OFF-BI-10002571,12,4,0.7,-9
7645,US-2016-157490,06/10/2016,07/10/2016,First Class,LB-16795,TEC-AC-10001553,68,5,0.2,1
7646,CA-2015-161452,05/04/2015,11/04/2015,Standard Class,CA-11965,FUR-CH-10003973,892,3,0.2,89
7647,US-2014-115196,09/09/2014,13/09/2014,Standard Class,DL-12925,TEC-MA-10002073,1300,2,0.5,-572
7648,CA-2016-138968,15/03/2016,16/03/2016,First Class,FC-14335,OFF-BI-10003529,5,2,0.2,2
7649,CA-2016-138968,15/03/2016,16/03/2016,First Class,FC-14335,FUR-CH-10000309,1352,4,0.2,85
7650,CA-2015-101889,27/12/2015,31/12/2015,Standard Class,DB-13120,FUR-TA-10004154,1549,9,0.4,-465
7651,CA-2015-101889,27/12/2015,31/12/2015,Standard Class,DB-13120,OFF-EN-10003286,20,3,0.2,7
7652,CA-2017-110821,07/08/2017,08/08/2017,First Class,CK-12205,TEC-AC-10001552,119,3,0.2,-13
7653,CA-2017-110821,07/08/2017,08/08/2017,First Class,CK-12205,OFF-ST-10002790,118,2,0.2,-25
7654,CA-2015-121552,22/03/2015,27/03/2015,Standard Class,FW-14395,OFF-AR-10003217,20,4,0.0,5
7655,CA-2015-107685,30/11/2015,02/12/2015,Second Class,JM-15865,FUR-FU-10002813,81,4,0.0,29
7656,CA-2015-107685,30/11/2015,02/12/2015,Second Class,JM-15865,OFF-PA-10003848,26,4,0.0,12
7657,US-2014-120740,15/04/2014,15/04/2014,Same Day,PS-18970,OFF-AP-10000240,107,2,0.0,31
7658,US-2014-120740,15/04/2014,15/04/2014,Same Day,PS-18970,FUR-FU-10004091,188,4,0.0,77
7659,CA-2017-155740,30/07/2017,02/08/2017,First Class,TC-21475,OFF-BI-10001071,77,4,0.7,-54
7660,CA-2017-146493,01/06/2017,05/06/2017,Standard Class,CV-12805,OFF-BI-10003676,54,5,0.0,26
7661,CA-2014-105417,07/01/2014,12/01/2014,Standard Class,VS-21820,FUR-FU-10004864,77,3,0.6,-54
7662,CA-2014-105417,07/01/2014,12/01/2014,Standard Class,VS-21820,OFF-BI-10003708,10,7,0.8,-18
7663,US-2017-141509,29/09/2017,01/10/2017,First Class,SC-20575,OFF-AR-10002067,99,5,0.0,26
7664,CA-2017-139493,13/09/2017,19/09/2017,Standard Class,SG-20605,OFF-AR-10003158,16,5,0.2,3
7665,CA-2014-151967,22/10/2014,26/10/2014,Standard Class,NB-18580,FUR-FU-10000193,130,4,0.0,10
7666,US-2016-140158,04/10/2016,08/10/2016,Standard Class,DR-12940,OFF-BI-10000977,30,1,0.0,14
7667,US-2016-140158,04/10/2016,08/10/2016,Standard Class,DR-12940,TEC-CO-10001449,5400,9,0.0,2592
7668,US-2016-140158,04/10/2016,08/10/2016,Standard Class,DR-12940,OFF-ST-10000136,119,3,0.0,35
7669,CA-2015-130974,27/11/2015,29/11/2015,Second Class,MA-17560,OFF-PA-10000743,40,6,0.0,19
7670,CA-2015-130974,27/11/2015,29/11/2015,Second Class,MA-17560,OFF-PA-10001019,60,3,0.0,28
7671,CA-2015-130974,27/11/2015,29/11/2015,Second Class,MA-17560,TEC-AC-10003095,260,2,0.0,88
7672,CA-2015-130974,27/11/2015,29/11/2015,Second Class,MA-17560,FUR-BO-10002916,171,1,0.0,32
7673,CA-2015-130974,27/11/2015,29/11/2015,Second Class,MA-17560,FUR-FU-10002506,39,3,0.0,5
7674,CA-2015-130974,27/11/2015,29/11/2015,Second Class,MA-17560,OFF-PA-10003823,155,5,0.0,70
7675,CA-2015-130974,27/11/2015,29/11/2015,Second Class,MA-17560,FUR-TA-10004619,446,4,0.3,0
7676,CA-2017-133487,06/05/2017,09/05/2017,Second Class,TS-21655,OFF-AP-10001271,153,3,0.0,41
7677,CA-2014-142951,08/10/2014,08/10/2014,Same Day,JG-15115,TEC-AC-10002331,23,3,0.2,5
7678,CA-2014-133592,31/12/2014,07/01/2015,Standard Class,KM-16375,OFF-PA-10003228,196,4,0.0,92
7679,CA-2014-133592,31/12/2014,07/01/2015,Standard Class,KM-16375,OFF-PA-10002586,15,3,0.0,7
7680,CA-2014-133592,31/12/2014,07/01/2015,Standard Class,KM-16375,TEC-AC-10002049,1688,4,0.0,743
7681,CA-2014-133592,31/12/2014,07/01/2015,Standard Class,KM-16375,FUR-BO-10000362,342,2,0.0,79
7682,CA-2014-133592,31/12/2014,07/01/2015,Standard Class,KM-16375,FUR-CH-10004218,606,6,0.0,151
7683,CA-2015-120782,28/04/2015,01/05/2015,First Class,SD-20485,OFF-AP-10003779,187,1,0.1,41
7684,CA-2015-120782,28/04/2015,01/05/2015,First Class,SD-20485,OFF-BI-10003527,3813,3,0.0,1906
7685,CA-2015-116876,14/02/2015,21/02/2015,Standard Class,TT-21070,OFF-BI-10002897,26,9,0.2,10
7686,CA-2015-116876,14/02/2015,21/02/2015,Standard Class,TT-21070,TEC-PH-10002584,626,1,0.0,188
7687,CA-2016-169838,25/11/2016,29/11/2016,Standard Class,BB-11545,FUR-TA-10001095,1569,9,0.0,329
7688,CA-2016-169838,25/11/2016,29/11/2016,Standard Class,BB-11545,OFF-BI-10004002,17,1,0.0,8
7689,CA-2016-169838,25/11/2016,29/11/2016,Standard Class,BB-11545,TEC-AC-10004518,160,8,0.0,62
7690,US-2017-128951,15/07/2017,17/07/2017,First Class,RS-19420,OFF-AP-10002191,180,3,0.0,50
7691,US-2017-128951,15/07/2017,17/07/2017,First Class,RS-19420,FUR-TA-10004575,873,3,0.0,157
7692,US-2017-128951,15/07/2017,17/07/2017,First Class,RS-19420,OFF-PA-10003177,13,2,0.0,6
7693,CA-2014-102330,29/12/2014,03/01/2015,Standard Class,AI-10855,OFF-LA-10003923,89,6,0.0,44
7694,CA-2014-102330,29/12/2014,03/01/2015,Standard Class,AI-10855,TEC-PH-10001051,320,4,0.2,36
7695,CA-2016-118899,22/03/2016,22/03/2016,Same Day,MC-17275,FUR-CH-10004754,168,7,0.2,15
7696,CA-2017-107958,02/07/2017,05/07/2017,First Class,AH-10120,OFF-PA-10000357,164,5,0.2,59
7697,CA-2017-107958,02/07/2017,05/07/2017,First Class,AH-10120,OFF-BI-10001787,5,4,0.8,-8
7698,CA-2017-151799,14/12/2017,18/12/2017,Standard Class,BF-11170,TEC-CO-10002313,1200,2,0.0,468
7699,CA-2017-151799,14/12/2017,18/12/2017,Standard Class,BF-11170,OFF-ST-10002790,74,1,0.0,2
7700,CA-2017-151799,14/12/2017,18/12/2017,Standard Class,BF-11170,OFF-SU-10001664,26,3,0.0,7
7701,CA-2017-151799,14/12/2017,18/12/2017,Standard Class,BF-11170,OFF-FA-10001332,17,6,0.0,8
7702,CA-2017-151799,14/12/2017,18/12/2017,Standard Class,BF-11170,FUR-TA-10003473,527,2,0.3,-53
7703,CA-2016-114601,26/08/2016,02/09/2016,Standard Class,AA-10480,OFF-PA-10000605,12,2,0.0,6
7704,CA-2016-114601,26/08/2016,02/09/2016,Standard Class,AA-10480,TEC-PH-10002170,210,3,0.0,59
7705,CA-2016-114601,26/08/2016,02/09/2016,Standard Class,AA-10480,FUR-TA-10004147,448,4,0.0,99
7706,CA-2016-114601,26/08/2016,02/09/2016,Standard Class,AA-10480,TEC-AC-10003911,480,3,0.0,163
7707,CA-2016-114601,26/08/2016,02/09/2016,Standard Class,AA-10480,OFF-AR-10002578,9,3,0.0,3
7708,CA-2017-100237,15/10/2017,19/10/2017,Standard Class,SV-20815,OFF-AR-10001761,12,2,0.0,4
7709,CA-2014-139542,25/10/2014,29/10/2014,Standard Class,EH-14185,TEC-AC-10001553,41,3,0.2,1
7710,CA-2014-139542,25/10/2014,29/10/2014,Standard Class,EH-14185,OFF-BI-10000309,14,3,0.7,-10
7711,US-2015-142811,02/04/2015,07/04/2015,Standard Class,JL-15850,TEC-PH-10003095,88,5,0.2,33
7712,CA-2017-139353,28/10/2017,30/10/2017,Second Class,JM-15250,FUR-FU-10001876,78,3,0.2,16
7713,CA-2017-139353,28/10/2017,30/10/2017,Second Class,JM-15250,OFF-ST-10001522,147,2,0.2,-29
7714,CA-2017-139353,28/10/2017,30/10/2017,Second Class,JM-15250,OFF-PA-10000300,48,3,0.2,16
7715,CA-2014-150203,05/12/2014,07/12/2014,First Class,JB-15925,OFF-AP-10001469,250,6,0.0,73
7716,US-2017-101518,03/11/2017,08/11/2017,Standard Class,PB-19105,TEC-AC-10001553,41,3,0.2,1
7717,CA-2015-149636,06/01/2015,12/01/2015,Standard Class,SP-20620,OFF-PA-10004041,30,5,0.2,9
7718,CA-2015-149636,06/01/2015,12/01/2015,Standard Class,SP-20620,OFF-BI-10002764,2,2,0.7,-1
7719,US-2017-146213,09/09/2017,14/09/2017,Standard Class,MC-17605,TEC-AC-10001114,160,4,0.0,51
7720,CA-2015-108588,05/01/2015,10/01/2015,Standard Class,BG-11695,OFF-AR-10001615,60,3,0.0,15
7721,CA-2015-108588,05/01/2015,10/01/2015,Standard Class,BG-11695,OFF-EN-10000461,17,2,0.0,8
7722,CA-2015-108588,05/01/2015,10/01/2015,Standard Class,BG-11695,OFF-BI-10004506,13,2,0.2,5
7723,US-2017-138086,16/04/2017,20/04/2017,Standard Class,JO-15550,OFF-AP-10000027,41,3,0.0,12
7724,CA-2015-139374,10/09/2015,14/09/2015,Standard Class,AR-10345,FUR-CH-10003981,180,1,0.3,-3
7725,CA-2016-113978,25/09/2016,29/09/2016,Standard Class,TS-21505,OFF-AP-10003849,286,1,0.2,18
7726,CA-2016-113978,25/09/2016,29/09/2016,Standard Class,TS-21505,OFF-ST-10004963,24,2,0.2,-5
7727,CA-2016-113978,25/09/2016,29/09/2016,Standard Class,TS-21505,OFF-ST-10002574,332,3,0.2,-83
7728,US-2015-150231,16/03/2015,20/03/2015,Second Class,JK-15640,OFF-AR-10001761,18,3,0.0,6
7729,CA-2016-106915,26/11/2016,02/12/2016,Standard Class,GA-14515,OFF-AR-10000716,18,4,0.2,4
7730,US-2016-109260,26/09/2016,01/10/2016,Standard Class,TN-21040,TEC-AC-10002637,432,3,0.2,-76
7731,CA-2017-104850,13/06/2017,19/06/2017,Standard Class,TW-21025,FUR-CH-10003774,291,4,0.2,-25
7732,CA-2017-140508,18/09/2017,21/09/2017,First Class,PA-19060,OFF-EN-10000927,115,4,0.2,36
7733,CA-2017-143294,02/06/2017,08/06/2017,Standard Class,JD-15790,OFF-PA-10000743,11,2,0.2,4
7734,CA-2016-165673,15/05/2016,19/05/2016,Second Class,MN-17935,OFF-PA-10000697,15,4,0.2,6
7735,CA-2017-134418,15/09/2017,20/09/2017,Standard Class,GM-14500,OFF-AR-10004441,12,3,0.0,5
7736,US-2016-106313,22/08/2016,26/08/2016,Standard Class,DG-13300,OFF-PA-10001870,19,3,0.0,9
7737,CA-2014-105872,30/05/2014,06/06/2014,Standard Class,JG-15160,OFF-BI-10003684,70,4,0.2,26
7738,CA-2017-108287,18/12/2017,20/12/2017,First Class,AG-10330,OFF-AR-10001315,13,9,0.2,1
7739,CA-2017-141103,30/07/2017,06/08/2017,Standard Class,JF-15355,TEC-PH-10003589,90,5,0.0,43
7740,CA-2014-154781,21/11/2014,26/11/2014,Standard Class,SC-20680,OFF-PA-10001609,7,2,0.0,3
7741,CA-2014-154781,21/11/2014,26/11/2014,Standard Class,SC-20680,TEC-AC-10000474,95,1,0.0,28
7742,CA-2015-147816,24/09/2015,26/09/2015,Second Class,CM-11935,TEC-PH-10003095,35,2,0.2,13
7743,CA-2017-105326,20/08/2017,27/08/2017,Standard Class,KT-16480,OFF-PA-10001639,26,4,0.0,12
7744,CA-2016-133613,17/06/2016,22/06/2016,Standard Class,CP-12340,OFF-BI-10002003,8,2,0.0,4
7745,CA-2016-133613,17/06/2016,22/06/2016,Standard Class,CP-12340,TEC-PH-10004539,567,3,0.0,153
7746,CA-2016-133613,17/06/2016,22/06/2016,Standard Class,CP-12340,OFF-AR-10003829,10,3,0.0,3
7747,CA-2015-109113,19/12/2015,23/12/2015,Standard Class,EK-13795,TEC-AC-10004761,25,2,0.2,5
7748,CA-2015-156153,31/05/2015,02/06/2015,Second Class,CW-11905,OFF-FA-10003472,8,6,0.0,0
7749,CA-2015-133242,18/06/2015,24/06/2015,Standard Class,KH-16510,FUR-FU-10003464,61,3,0.0,19
7750,CA-2015-133242,18/06/2015,24/06/2015,Standard Class,KH-16510,OFF-ST-10003716,450,2,0.0,59
7751,CA-2015-133242,18/06/2015,24/06/2015,Standard Class,KH-16510,OFF-BI-10004002,35,2,0.0,17
7752,CA-2015-133242,18/06/2015,24/06/2015,Standard Class,KH-16510,TEC-PH-10002496,468,3,0.0,140
7753,CA-2015-133242,18/06/2015,24/06/2015,Standard Class,KH-16510,OFF-BI-10004826,33,2,0.0,16
7754,CA-2015-158323,30/11/2015,03/12/2015,First Class,AB-10600,FUR-FU-10001546,17,2,0.2,1
7755,CA-2015-161795,21/12/2015,23/12/2015,Second Class,AH-10075,OFF-AR-10001919,3,2,0.2,0
7756,CA-2017-100902,17/11/2017,21/11/2017,Standard Class,CK-12595,OFF-PA-10002558,268,7,0.2,94
7757,CA-2017-100902,17/11/2017,21/11/2017,Standard Class,CK-12595,TEC-AC-10003174,431,5,0.2,108
7758,CA-2017-112844,13/11/2017,16/11/2017,Second Class,SP-20620,TEC-PH-10003988,44,4,0.0,12
7759,CA-2017-112844,13/11/2017,16/11/2017,Second Class,SP-20620,FUR-FU-10004845,155,3,0.0,31
7760,CA-2016-158925,24/10/2016,28/10/2016,Standard Class,JP-15460,OFF-PA-10003072,16,3,0.2,5
7761,CA-2014-155390,06/12/2014,11/12/2014,Standard Class,BG-11035,OFF-PA-10003641,42,2,0.2,14
7762,CA-2017-123071,03/12/2017,06/12/2017,First Class,CC-12550,OFF-PA-10003729,10,2,0.2,4
7763,CA-2017-156391,26/09/2017,28/09/2017,First Class,SL-20155,OFF-AR-10003251,2,1,0.2,1
7764,CA-2015-103093,03/02/2015,07/02/2015,Standard Class,FO-14305,OFF-EN-10003286,75,9,0.0,35
7765,US-2017-118941,12/08/2017,12/08/2017,Same Day,BB-11545,OFF-AR-10004078,18,3,0.0,5
7766,US-2017-118941,12/08/2017,12/08/2017,Same Day,BB-11545,FUR-CH-10002331,1780,5,0.0,374
7767,US-2017-118941,12/08/2017,12/08/2017,Same Day,BB-11545,OFF-AR-10001953,220,5,0.0,59
7768,CA-2015-169299,24/08/2015,26/08/2015,First Class,DO-13435,OFF-AR-10002053,7,3,0.2,1
7769,CA-2017-154088,12/11/2017,17/11/2017,Standard Class,LB-16735,OFF-PA-10003651,27,5,0.2,9
7770,CA-2016-155978,01/08/2016,01/08/2016,Same Day,TS-21205,TEC-PH-10002885,1040,2,0.2,91
7771,CA-2016-155978,01/08/2016,01/08/2016,Same Day,TS-21205,OFF-AP-10002892,46,2,0.0,14
7772,CA-2016-108196,25/11/2016,02/12/2016,Standard Class,CS-12505,OFF-BI-10000545,457,2,0.7,-304
7773,CA-2016-108196,25/11/2016,02/12/2016,Standard Class,CS-12505,TEC-MA-10000418,4500,5,0.7,-6600
7774,CA-2016-108196,25/11/2016,02/12/2016,Standard Class,CS-12505,TEC-AC-10000926,60,3,0.2,12
7775,CA-2016-152800,13/04/2016,15/04/2016,First Class,SP-20920,OFF-EN-10001509,6,3,0.0,3
7776,CA-2014-166961,27/12/2014,31/12/2014,Standard Class,CD-12790,OFF-AP-10001366,11,1,0.0,3
7777,CA-2014-166961,27/12/2014,31/12/2014,Standard Class,CD-12790,OFF-FA-10003485,8,3,0.0,4
7778,CA-2014-166961,27/12/2014,31/12/2014,Standard Class,CD-12790,OFF-ST-10004507,51,3,0.0,14
7779,CA-2014-166961,27/12/2014,31/12/2014,Standard Class,CD-12790,OFF-BI-10002353,37,3,0.2,14
7780,CA-2016-139381,18/04/2016,22/04/2016,Standard Class,RF-19840,OFF-AP-10001271,204,4,0.0,55
7781,CA-2016-139381,18/04/2016,22/04/2016,Standard Class,RF-19840,TEC-PH-10004924,30,4,0.0,8
7782,CA-2015-132136,08/03/2015,12/03/2015,Standard Class,FO-14305,OFF-BI-10002706,9,3,0.8,-15
7783,CA-2016-162236,04/11/2016,06/11/2016,Second Class,ER-13855,OFF-ST-10003442,45,2,0.2,4
7784,CA-2016-162236,04/11/2016,06/11/2016,Second Class,ER-13855,FUR-TA-10002533,876,10,0.4,-292
7785,CA-2016-162236,04/11/2016,06/11/2016,Second Class,ER-13855,OFF-SU-10003505,185,2,0.2,-35
7786,US-2014-111353,29/11/2014,06/12/2014,Standard Class,PB-19150,OFF-LA-10002762,25,2,0.0,12
7787,US-2016-117037,17/05/2016,20/05/2016,First Class,LW-17215,OFF-BI-10000279,3,1,0.8,-5
7788,US-2016-117037,17/05/2016,20/05/2016,First Class,LW-17215,OFF-FA-10000936,8,3,0.2,2
7789,US-2016-117037,17/05/2016,20/05/2016,First Class,LW-17215,FUR-FU-10004973,23,3,0.6,-10
7790,US-2016-117037,17/05/2016,20/05/2016,First Class,LW-17215,OFF-PA-10000791,31,8,0.2,10
7791,CA-2017-160801,19/09/2017,19/09/2017,Same Day,FG-14260,OFF-BI-10001132,5,3,0.7,-3
7792,CA-2016-108364,19/12/2016,24/12/2016,Standard Class,BP-11050,OFF-BI-10002012,2,5,0.8,-3
7793,CA-2017-169362,12/10/2017,15/10/2017,First Class,SP-20860,TEC-AC-10001383,40,2,0.2,-1
7794,CA-2015-127481,12/12/2015,15/12/2015,Second Class,JD-15895,OFF-PA-10002036,32,5,0.0,16
7795,CA-2015-127481,12/12/2015,15/12/2015,Second Class,JD-15895,OFF-PA-10002377,98,2,0.0,49
7796,CA-2015-112711,12/07/2015,18/07/2015,Standard Class,FM-14380,TEC-PH-10000526,307,4,0.2,31
7797,US-2015-145121,02/10/2015,06/10/2015,Standard Class,MP-17965,OFF-BI-10001078,27,5,0.0,13
7798,CA-2017-166184,24/03/2017,27/03/2017,First Class,HR-14830,OFF-EN-10004483,47,3,0.0,22
7799,CA-2017-166184,24/03/2017,27/03/2017,First Class,HR-14830,TEC-PH-10002624,470,1,0.0,136
7800,CA-2017-166184,24/03/2017,27/03/2017,First Class,HR-14830,FUR-CH-10003396,208,3,0.1,2
7801,CA-2017-157413,01/06/2017,06/06/2017,Standard Class,BW-11065,OFF-ST-10002756,325,3,0.2,-77
7802,CA-2014-143637,24/03/2014,29/03/2014,Second Class,MS-17710,FUR-FU-10002813,40,2,0.0,15
7803,CA-2015-102260,22/09/2015,26/09/2015,Standard Class,SJ-20125,OFF-LA-10003714,12,4,0.2,4
7804,CA-2015-102260,22/09/2015,26/09/2015,Standard Class,SJ-20125,OFF-ST-10003716,720,4,0.2,-63
7805,CA-2015-102260,22/09/2015,26/09/2015,Standard Class,SJ-20125,OFF-ST-10002289,25,1,0.2,-5
7806,CA-2015-102260,22/09/2015,26/09/2015,Standard Class,SJ-20125,OFF-AR-10001315,3,2,0.2,0
7807,CA-2015-102260,22/09/2015,26/09/2015,Standard Class,SJ-20125,OFF-BI-10000042,3,2,0.7,-3
7808,US-2016-137295,08/01/2016,13/01/2016,Standard Class,VS-21820,OFF-BI-10004236,31,7,0.7,-25
7809,US-2016-137295,08/01/2016,13/01/2016,Standard Class,VS-21820,OFF-AR-10001955,48,3,0.2,6
7810,US-2016-137295,08/01/2016,13/01/2016,Standard Class,VS-21820,TEC-PH-10004080,109,2,0.2,11
7811,CA-2016-134334,14/02/2016,15/02/2016,First Class,DK-13090,OFF-PA-10000791,5,1,0.0,2
7812,CA-2016-134334,14/02/2016,15/02/2016,First Class,DK-13090,OFF-AR-10001770,8,3,0.0,2
7813,CA-2016-134334,14/02/2016,15/02/2016,First Class,DK-13090,FUR-TA-10002356,550,3,0.3,-47
7814,CA-2016-134334,14/02/2016,15/02/2016,First Class,DK-13090,FUR-FU-10003274,11,6,0.0,5
7815,US-2017-109316,08/06/2017,10/06/2017,First Class,MG-17680,FUR-BO-10004834,1498,2,0.2,141
7816,US-2017-109316,08/06/2017,10/06/2017,First Class,MG-17680,TEC-PH-10000307,18,2,0.2,-4
7817,CA-2016-138478,21/10/2016,26/10/2016,Second Class,DP-13390,OFF-AR-10002240,113,3,0.0,29
7818,CA-2016-138478,21/10/2016,26/10/2016,Second Class,DP-13390,OFF-PA-10001801,36,6,0.0,18
7819,CA-2016-138478,21/10/2016,26/10/2016,Second Class,DP-13390,OFF-BI-10001120,4536,3,0.2,1644
7820,CA-2017-150469,26/01/2017,30/01/2017,Standard Class,CJ-12010,OFF-FA-10000611,12,8,0.0,6
7821,CA-2017-152436,08/12/2017,10/12/2017,Second Class,CW-11905,OFF-ST-10000036,593,6,0.0,160
7822,CA-2016-169334,21/10/2016,24/10/2016,Second Class,GW-14605,OFF-ST-10004950,112,9,0.2,7
7823,US-2014-115413,26/08/2014,01/09/2014,Standard Class,PP-18955,OFF-AR-10003770,9,3,0.0,3
7824,US-2014-115413,26/08/2014,01/09/2014,Standard Class,PP-18955,TEC-AC-10002800,150,3,0.0,52
7825,CA-2014-125150,16/05/2014,23/05/2014,Standard Class,PW-19030,FUR-CH-10002439,233,5,0.2,17
7826,CA-2015-127327,03/02/2015,07/02/2015,Standard Class,PW-19030,FUR-CH-10004218,91,1,0.1,15
7827,CA-2017-117114,31/10/2017,05/11/2017,Standard Class,CY-12745,TEC-PH-10004042,509,4,0.2,38
7828,CA-2017-117114,31/10/2017,05/11/2017,Standard Class,CY-12745,OFF-EN-10001137,10,3,0.2,3
7829,CA-2015-137302,26/04/2015,01/05/2015,Standard Class,BW-11110,FUR-CH-10002017,64,3,0.2,6
7830,CA-2015-137302,26/04/2015,01/05/2015,Standard Class,BW-11110,OFF-AR-10000588,60,3,0.0,15
7831,CA-2015-137302,26/04/2015,01/05/2015,Standard Class,BW-11110,TEC-PH-10003174,312,3,0.2,39
7832,CA-2015-137302,26/04/2015,01/05/2015,Standard Class,BW-11110,OFF-BI-10001524,50,3,0.2,18
7833,CA-2016-112382,09/05/2016,13/05/2016,Standard Class,MB-18085,TEC-PH-10001552,19,2,0.2,2
7834,CA-2015-128958,24/01/2015,28/01/2015,Standard Class,CR-12820,OFF-AR-10004757,13,5,0.2,2
7835,CA-2015-106257,13/04/2015,17/04/2015,Second Class,EB-14110,FUR-TA-10002530,242,2,0.2,-15
7836,CA-2015-106257,13/04/2015,17/04/2015,Second Class,EB-14110,TEC-PH-10001494,480,2,0.2,42
7837,CA-2015-149083,25/09/2015,30/09/2015,Standard Class,SH-19975,FUR-CH-10004289,307,4,0.2,-12
7838,CA-2015-149083,25/09/2015,30/09/2015,Standard Class,SH-19975,OFF-LA-10002945,13,2,0.0,6
7839,CA-2015-149083,25/09/2015,30/09/2015,Standard Class,SH-19975,TEC-AC-10002567,160,2,0.0,58
7840,US-2014-137869,28/03/2014,02/04/2014,Standard Class,CV-12295,OFF-EN-10001509,6,3,0.0,3
7841,US-2014-137869,28/03/2014,02/04/2014,Standard Class,CV-12295,FUR-TA-10003954,1185,4,0.0,107
7842,CA-2016-116603,17/07/2016,22/07/2016,Standard Class,AT-10735,OFF-AP-10002892,46,2,0.0,14
7843,CA-2014-158470,19/04/2014,23/04/2014,Second Class,AG-10390,OFF-BI-10003638,58,3,0.0,27
7844,CA-2014-158470,19/04/2014,23/04/2014,Second Class,AG-10390,OFF-PA-10001569,71,11,0.0,34
7845,US-2017-123834,21/07/2017,25/07/2017,Standard Class,GM-14500,FUR-TA-10001676,124,4,0.3,-21
7846,CA-2015-125976,27/09/2015,02/10/2015,Standard Class,JK-15205,OFF-PA-10001125,155,5,0.0,70
7847,CA-2015-125976,27/09/2015,02/10/2015,Standard Class,JK-15205,TEC-PH-10002496,1872,12,0.0,562
7848,CA-2016-128706,27/02/2016,02/03/2016,Standard Class,DW-13540,FUR-FU-10004053,16,2,0.6,-7
7849,CA-2016-104311,02/05/2016,06/05/2016,Standard Class,AS-10090,OFF-ST-10000321,19,3,0.2,-4
7850,CA-2016-104311,02/05/2016,06/05/2016,Standard Class,AS-10090,OFF-ST-10002957,13,3,0.2,-3
7851,CA-2016-104311,02/05/2016,06/05/2016,Standard Class,AS-10090,OFF-LA-10000973,5,2,0.2,2
7852,CA-2014-169649,09/12/2014,15/12/2014,Standard Class,TS-21205,OFF-PA-10000143,8,2,0.2,3
7853,CA-2014-169649,09/12/2014,15/12/2014,Standard Class,TS-21205,OFF-AP-10003287,20,2,0.8,-53
